number,beeldbank_link,image_link,type,research_and_notes,specific_location,longitude,latitude,number_of_people,children,adults,people_identified,source
96928,https://beeldbankwo2.nl/nl/beelden/detail/4dfc2820-025a-11e7-904b-d89d6717b464/media/343517a6-280a-9e50-f3fb-8510d782a316?mode=detail&view=horizontal&q=96928&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/343517a6-280a-9e50-f3fb-8510d782a316.jpg,,The marriage of Herman de Leeuw and Annie Pais in an Amsterdam synagogue. A wedding ceremony of Herman de Leeuw and Annie Pais.,Amsterdam,4.91331870400223,52.366026435439,,,,,
96929,https://beeldbankwo2.nl/nl/beelden/detail/4dfc98d2-025a-11e7-904b-d89d6717b464/media/3cf729d2-0601-48a9-25e3-de16d1806368?mode=detail&view=horizontal&q=96929&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/3cf729d2-0601-48a9-25e3-de16d1806368.jpg,,"The marriage of Herman de Leeuw and Annie Pais. Fourth from the left, Sam Schrijver. A wedding of Herman de Leeuw and Annie Pais. Sam Schrijver is the fourth on the left, standing.",Amsterdam ,4.91331870400223,52.366026435439,,,,,
97104,https://beeldbankwo2.nl/nl/beelden/detail/4e5774a0-025a-11e7-904b-d89d6717b464/media/4a38fa82-76d1-78bc-1600-047fc923d7f6?mode=detail&view=horizontal&q=97104&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/4a38fa82-76d1-78bc-1600-047fc923d7f6.jpg,,"One of the many administrative divisions of the Jewish Council, presumably in the main building at 58 Nieuwe Keizersgracht.","The Jewish Council Main Office, Amsterdam",4.904817813683740,52.36478119078490,,,,,
97108,https://beeldbankwo2.nl/nl/beelden/detail/4e59b224-025a-11e7-904b-d89d6717b464/media/6661200c-8a40-e62c-2be1-d0788b46dbfe?mode=detail&view=horizontal&q=97108&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/6661200c-8a40-e62c-2be1-d0788b46dbfe.jpg,,Jewish school on the Cliffordstraat in Amsterdam West. See no. 97100 for explanation.,"Jewish School, Amsterdam ",4.871963,52.383941,,,,,
97121,https://beeldbankwo2.nl/nl/beelden/detail/4e603950-025a-11e7-904b-d89d6717b464/media/394fb679-0466-8a98-911f-f01578a12683?mode=detail&view=horizontal&q=97121&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/394fb679-0466-8a98-911f-f01578a12683.jpg,,The Out-of-School Youth Care (BJZ) organized all kinds of activities to keep children occupied after school.,"After-school Youth Care, The Jewish Council, Amsterdam",4.912694843233,52.35902383785,,,,,
97124,https://beeldbankwo2.nl/nl/beelden/detail/4e61b104-025a-11e7-904b-d89d6717b464/media/549450a6-4f21-95ce-c26b-02d2f3e435b1?mode=detail&view=horizontal&q=97124&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/549450a6-4f21-95ce-c26b-02d2f3e435b1.jpg,,"Central Information Service at 366 Lijnbaansgracht. The Westerbork, Medical Affairs and Departure Assistance departments were also housed here.","Central Information Service, The Jewish Council, Amsterdam",4.894592402837258,52.360104199701205,,,,,
97130,https://beeldbankwo2.nl/nl/beelden/detail/4e64efcc-025a-11e7-904b-d89d6717b464/media/e0e4ab1e-fd0f-8989-b405-baf132c8c1f5?mode=detail&view=horizontal&q=97130&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/e0e4ab1e-fd0f-8989-b405-baf132c8c1f5.jpg,,"The coffee lady in the main building, Nieuwe Keizersgracht 58.","The Jewish Council Main Office, Amsterdam",4.904817813683740,52.36478119078490,,,,,
97141,https://beeldbankwo2.nl/nl/beelden/detail/4e6b6f6e-025a-11e7-904b-d89d6717b464/media/9cacf7ff-6611-0a5a-2964-1f0084d86ce6?mode=detail&view=horizontal&q=97141&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/9cacf7ff-6611-0a5a-2964-1f0084d86ce6.jpg,,"Children were cared for by the Out-of-School Youth Care. In the Tilanusstraat 57, the meetings were organized in a refurbished bicycle shed.","After-school Youth Care, The Jewish Council, Amsterdam",4.912694843233,52.35902383785,,,,,
102107,https://beeldbankwo2.nl/nl/beelden/detail/56303b58-025a-11e7-904b-d89d6717b464/media/5050c48e-494f-040f-3dcd-6a0b3bb85fc2?mode=detail&view=horizontal&q=102107&rows=1&page=11,https://images.memorix.nl/niod/thumb/mediabank-horizontal/5050c48e-494f-040f-3dcd-6a0b3bb85fc2.jpg,,"Sewing workshop, mending clothes at Oude Schans 72 - 76 where clothes for departing people were repaired.
","Clothes Supply Department, The Jewish Council, Amsterdam ",4.902425,52.370947,,,,,
102109,https://beeldbankwo2.nl/nl/beelden/detail/5630ecb0-025a-11e7-904b-d89d6717b464/media/91a90981-3332-fdc4-e9c8-95e231c85db2?mode=detail&view=horizontal&q=102109&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/91a90981-3332-fdc4-e9c8-95e231c85db2.jpg,,"Sewing workshop, mending clothes at Oude Schans 72 - 76 where clothes for departing people were repaired.
","Clothes Supply Department, The Jewish Council, Amsterdam ",4.902425,52.370947,,,,,
161568,https://beeldbankwo2.nl/nl/beelden/detail/b75acdda-025a-11e7-904b-d89d6717b464/media/c90ddc4f-c58b-8376-4de3-49748ec1ca2d?mode=detail&view=horizontal&q=161568&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/c90ddc4f-c58b-8376-4de3-49748ec1ca2d.jpgg,,"Classroom of the Jewish Central for Vocational Training (training organization that came under the Jewish Council in 1941), in Utrecht, 1942",Utrecht ,5.104480,52.092876,,,,,
161581,https://beeldbankwo2.nl/nl/beelden/detail/b75f6264-025a-11e7-904b-d89d6717b464/media/78beae8b-72bc-0b29-a319-468d9a096549?mode=detail&view=horizontal&q=161581&rows=1&page=11,https://images.memorix.nl/niod/thumb/mediabank-horizontal/78beae8b-72bc-0b29-a319-468d9a096549.jpg,,"Victims of razzia at the Polderweg collection site in Amsterdam, May/June 1943
","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
161591,https://beeldbankwo2.nl/nl/beelden/detail/b7630b4e-025a-11e7-904b-d89d6717b464/media/5b9fd516-eec6-f4ae-e82a-07a4dc89b3a4?mode=detail&view=horizontal&q=161591&rows=1&page=11,https://images.memorix.nl/niod/thumb/mediabank-horizontal/5b9fd516-eec6-f4ae-e82a-07a4dc89b3a4.jpg,,"Victims of roundups at the Polderweg assembly area in Amsterdam, May/June 1943.","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
96871,https://beeldbankwo2.nl/nl/beelden/detail/4de1f8ba-025a-11e7-904b-d89d6717b464/media/3fbe394f-b763-beee-4ff0-f056224cf409?mode=detail&view=horizontal&q=96871&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/3fbe394f-b763-beee-4ff0-f056224cf409.jpg,,"Victims of roundups at the Polderweg assembly area in Amsterdam, May/June 1943.","Polderweg, Amsterdam ",4.930700,52.360012,,,,,
97113,https://beeldbankwo2.nl/nl/beelden/detail/4e5c8b48-025a-11e7-904b-d89d6717b464/media/92745409-2502-8e44-6a0e-b7a8a2566964?mode=detail&view=horizontal&q=97113&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/92745409-2502-8e44-6a0e-b7a8a2566964.jpg,,"Employees of the department Help for Departures with luggage at the Oude Schans 74. In the Oude Schans building 72 - 76, the sub-departments of 'Help for Departures' were located: Clothes supply, Camp articles, a sewing workshop and the 'Baggage Department' where the luggage sent to Westerbork, among others. In November 1942, 416 employees worked here. Working for the Jewish Council resulted in a 'Sperre'. When the deportation of Jews started in 1942, there were many applications for work in this department.","The Baggage Department, The Jewish Council, Amsterdam",4.90240224926583,52.37077812239470,,,,,
161039,https://beeldbankwo2.nl/nl/beelden/detail/b6874348-025a-11e7-904b-d89d6717b464/media/af0d1e73-c459-9332-afb6-5c8a84577a29?mode=detail&view=horizontal&q=161039&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/af0d1e73-c459-9332-afb6-5c8a84577a29.jpg,,"Eight men with Jewish stars on their clothing in front of a wooden barrack in the labor camp in Diever, August 1942. In this photo ao: .. Dikker, J. Ensel, A. Fransman, Salomon Blez (1893-1944) (third standing man from left ), S. de Hoop
","Camp Diever, Drenthe",6.308447565183310,52.87223573653,,,,,
194738,https://beeldbankwo2.nl/nl/beelden/detail/e12e221a-025a-11e7-904b-d89d6717b464/media/b5a3df4e-a02f-72d8-b593-41af95a5b08f?mode=detail&view=horizontal&q=194738&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/b5a3df4e-a02f-72d8-b593-41af95a5b08f.jpg,,"Jewish wedding of Alfred Leipold and Jola Snoek. Maartensdijk. According to the information on the back of the photo, however, this concerns the Jewish marriage of David Hamme to Evalien Hogendorff. The marriage was concluded in Scheveningen on May 5, 1942.",Den Haag,4.282244655,52.10844359985,,,,,
194739,https://beeldbankwo2.nl/nl/beelden/detail/e12e8494-025a-11e7-904b-d89d6717b464/media/5340a428-f460-ce57-604d-048464b3a0f2?mode=detail&view=horizontal&q=194739&rows=1&page=11,https://images.memorix.nl/niod/thumb/mediabank-horizontal/5340a428-f460-ce57-604d-048464b3a0f2.jpg,,"Jewish wedding of Alfred Leipold and Jola Snoek. Maartensdijk. According to the information on the back of the photo, however, this concerns the Jewish marriage of David Hamme to Evalien Hogendorff. The marriage was concluded in Scheveningen on May 5, 1942.",Den Haag,4.282244655,52.10844359985,,,,,
194740,https://beeldbankwo2.nl/nl/beelden/detail/e12eeaba-025a-11e7-904b-d89d6717b464/media/5f69ee2d-7997-1750-36f9-0a8c9c6a75ad?mode=detail&view=horizontal&q=194740&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/5f69ee2d-7997-1750-36f9-0a8c9c6a75ad.jpg,,"Jewish wedding of Alfred Leipold and Jola Snoek. Maartensdijk. According to the information on the back of the photo, however, this concerns the Jewish marriage of David Hamme to Evalien Hogendorff. The marriage was concluded in Scheveningen on May 5, 1942.",Den Haag,4.282244655,52.10844359985,,,,,
194741,https://beeldbankwo2.nl/nl/beelden/detail/e12f4578-025a-11e7-904b-d89d6717b464/media/9bd97d12-cf04-b478-94a1-3b5b378c5092?mode=detail&view=horizontal&q=194741&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/9bd97d12-cf04-b478-94a1-3b5b378c5092.jpg,,"Jewish wedding of Alfred Leipold and Jola Snoek. Maartensdijk. According to the information on the back of the photo, however, this concerns the Jewish marriage of David Hamme to Evalien Hogendorff. The marriage was concluded in Scheveningen on May 5, 1942.",Den Haag,4.282244655,52.10844359985,,,,,
199192,https://beeldbankwo2.nl/nl/beelden/detail/e7d7d778-025a-11e7-904b-d89d6717b464/media/e22bd544-5b9c-58bf-b6c6-b29f5771e903?mode=detail&view=horizontal&q=199192&rows=1&page=11,https://images.memorix.nl/niod/thumb/mediabank-horizontal/e22bd544-5b9c-58bf-b6c6-b29f5771e903.jpg,,"Photo from 1942 of nurses from the Jewish psychiatric institution Het Apeldoornsche Bosch.
","Jewish psychiatric institution Het Apeldoornsche Bosch, Apeldoorn ",5.974021,52.209510,,,,,
96926,https://beeldbankwo2.nl/nl/beelden/detail/4dfb33d4-025a-11e7-904b-d89d6717b464/media/dd5c9d73-c8d6-f89b-cabb-7f1c5a86dd69?mode=detail&view=horizontal&q=96926&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/dd5c9d73-c8d6-f89b-cabb-7f1c5a86dd69.jpgg,,"The marriage of Salomon Schrijver, born in Amsterdam on 25 May 1917. The couple was deported to the Sobibor extermination camp in Poland and murdered there on 9 July 1943. The wedding of Solomon Schrijver, the donor's cousin, in the Jewish Quarter of Amsterdam. Both Solomon and his wife perished in Sobibor on 9 July 1943.","Jewish Quarter, Amsterdam",4.908408,52.3672711,,,,,
97135,https://beeldbankwo2.nl/nl/beelden/detail/4e67cdbe-025a-11e7-904b-d89d6717b464/media/5fe8db5d-d79f-26a3-ddab-1abce0a8b900?mode=detail&view=horizontal&q=97135&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/5fe8db5d-d79f-26a3-ddab-1abce0a8b900.jpg,,"Seated Meyer Frank, Head of Mailroom. Diligentia building on Waterlooplein. Mail and parcels could be sent to Westerbork and Vught. The Germans did not allow postal traffic to Poland.","The Post Room, Jewish Council, Amsterdam ",4.887991,52.378916,,,,,
97139,https://beeldbankwo2.nl/nl/beelden/detail/4e6a4ef4-025a-11e7-904b-d89d6717b464/media/f32de9bd-c6f4-6b25-ab50-d87296196d82?mode=detail&view=horizontal&q=97139&rows=1&page=11,https://images.memorix.nl/niod/thumb/mediabank-horizontal/f32de9bd-c6f4-6b25-ab50-d87296196d82.jpg,,"Probably education of Jewish students, based on the Jewish Council. The Jewish Labor Foundation and the Psychotechnical Laboratory of the Joodsche Centrale voor Beroepsopleidingen, which provided vocational training for those who wanted to emigrate to Palestine, were located at the Amstel 93.","Jewish Labor Foundation and the Psychotechnical Laboratory of the Joodsche Centrale voor Beroepsopleidingen, Amsterdam",4.903387,52.36346,,,,,
96719,https://beeldbankwo2.nl/nl/beelden/detail/4da1abc0-025a-11e7-904b-d89d6717b464/media/4183bee3-d8b7-547d-4d71-85e3884dfc9b?mode=detail&view=horizontal&q=96719&rows=1&page=1,https://images.memorix.nl/niod/thumb/mediabank-horizontal/4183bee3-d8b7-547d-4d71-85e3884dfc9b.jpg,,"A Jewish nurse has volunteered to report to the sports complex on Olympiaplein in Amsterdam. Her elderly patients had been arrested earlier that day. She chose to stay with them and was taken to Westerbork together with her patients. The woman did not survive the war. Olympiaplein, June 20, 1943.","Sportscomplex Olympiaplein, Amsterdam ",4.865280,52.348578,,,,,
88987,https://beeldbankwo2.nl/nl/beelden/detail/404539ec-025a-11e7-904b-d89d6717b464/media/c4534f08-f601-8c64-2461-3cde40f3fc0f?mode=detail&view=horizontal&q=88987&rows=1&page=11,https://images.memorix.nl/niod/thumb/mediabank-horizontal/c4534f08-f601-8c64-2461-3cde40f3fc0f.jpg,,"Jewish children receive music lessons in a room in the Nieuwe Kerkstraat. pg. VII. The Out-of-School Youth Care (BJZ) was one of the dozens of departments of the Jewish Council. For Jewish children, the BJZ was a welcome distraction from the worries of everyday life. In the few available and hardly usable premises, the BJZ tried to create a relaxed atmosphere. Jewish youth leaders kept the children busy with activities such as crafts, music, folk dancing and Jewish history. There was also a lot of sports. This met a clear need because Jewish children were not allowed to be members of sports and other recreational associations. This photo comes from a small photo album with a total of 36 photos. The photographer, who has remained anonymous, prefaces his work with a handwritten introduction: ' Flashes from the work of the Out-of-School Youth Care. This album doesn't want to show more - it can't show more - because only flashes are possible of the ever-changing aspects that the care for young people shows outside school hours.'","After-school Youth Care, The Jewish Council, Amsterdam",4.912695,52.359023,,,,,
